,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
20,-0.0008478889530427801,0.015136115032869603,0.0,0.0,0.0505474556672448,0.01124229985535041,0.0,0.0,0.026435959697716796,-0.000465630830834,-0.0007782396992564998,0.0032053330433486,0.0,0.0,0.0,-0.00023616586195084795,-0.003227944849508,-0.00023616586195084795,-0.003227944849508,-0.013948227343726199,0.32174497920000006,0.0,0.0,0.0,0.20923352066185796,0.0,0.0,-0.0,-0.012061003381379998,0.003135558688370999,0.0002588629016250001,0.0,0.0,0.0,0.0320150742335604,0.017572203924198,0.0320150742335604,0.017572203924198
21,0.0,0.0,0.0389293449432576,0.0,0.0,0.0,0.056483099009292805,0.0,0.0,0.0,0.0,0.0,0.0,0.0024667227799552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3223081472,0.0,0.0,0.0,0.1301565673601856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0033360367023984035,0.0,0.0,0.0,0.001941119127994402,0.0,0.0,0.0,0.0,0.0,0.0,0.0028378383382528,-0.0001516375730334181,-0.0024164958786380792,-0.0001516375730334181,-0.0024164958786380792,0.0,0.0,0.0,0.41075632520000005,0.0,0.0,0.0,0.08686291709356919,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0708507662907726,0.0442621015970976,0.0708507662907726,0.0442621015970976
23,-0.0039551330205268,0.0505474556672448,0.0,0.0,0.102907530724398,0.032887904907621,0.0,0.0,0.015507023117969603,-0.001126986502404,-0.001643437772508,0.0013873030258720002,0.0,0.0,0.0,-0.00058817440463166,-0.006611659672741001,-0.00058817440463166,-0.006611659672741001,-0.0,0.0,0.0,0.0,0.4222495652,-0.0,0.0,0.0,0.0809830370116872,0.0,-0.0,0.0,0.0,0.0,0.0,0.026768354626813803,0.015251579756665,0.026768354626813803,0.015251579756665
24,-0.0005884404612598201,0.01124229985535041,0.0,0.0,0.032887904907621,0.0008852945299639979,0.0,0.0,0.0212834010275826,-0.0006888921950783999,-0.0016958512153488002,0.002667876455739,0.0,0.0,0.0,-0.002205539365920359,-0.0060888670882474,-0.002205539365920359,-0.0060888670882474,-0.0290307571380134,0.20923352066185796,0.0,0.0,-0.0,0.215460587,0.0,0.0,-0.0,-0.0080482306548992,0.003961339307344,0.00013752221007040002,0.0,0.0,0.0,0.040016430687010794,0.026802202087086998,0.040016430687010794,0.026802202087086998
25,0.0,0.0,0.056483099009292805,0.0,0.0,0.0,0.09496423273283441,0.0,0.0,0.0,0.0,0.0,0.0,0.0014919094048664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301565673601856,0.0,0.0,0.0,0.1619146418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.001941119127994402,0.0,0.0,0.0,0.0011858575926599996,0.0,0.0,0.0,0.0,0.0,0.0,0.0009216911369611999,-0.0007463466461038003,-0.00353692528456,-0.0007463466461038003,-0.00353692528456,0.0,0.0,0.0,0.08686291709356919,0.0,0.0,0.0,0.056600199399999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.036615875028981996,0.0361639808562816,0.036615875028981996,0.0361639808562816
27,-0.0024781965414456,0.026435959697716796,0.0,0.0,0.015507023117969603,0.0212834010275826,0.0,0.0,0.0011950111034568001,-0.0008484306794658,-0.0015789511234922003,0.00018323154215280007,0.0,0.0,0.0,-0.0025796836612404007,-0.008207148408960002,-0.0025796836612404007,-0.008207148408960002,0.0,-0.0,0.0,0.0,0.0809830370116872,-0.0,0.0,0.0,0.049874925,0.0,-0.0,0.0,0.0,0.0,0.0,0.014955620188009802,0.0121953733225328,0.014955620188009802,0.0121953733225328
28,2.8891520949720002e-06,-0.000465630830834,0.0,0.0,-0.001126986502404,-0.0006888921950783999,0.0,0.0,-0.0008484306794658,2.4560196246099993e-05,8.91400215816e-06,-7.23815688656e-05,0.0,0.0,0.0,1.0669556101239997e-06,7.262239059607997e-05,1.0669556101239997e-06,7.262239059607997e-05,-0.0008893218027410198,-0.012061003381379998,0.0,0.0,0.0,-0.0080482306548992,0.0,0.0,0.0,0.0010087622,-3.2500367499599996e-05,3.0690635976000005e-05,0.0,0.0,0.0,-0.0007107962818127999,-0.0007142639744591998,-0.0007107962818127999,-0.0007142639744591998
29,4.3890722516160025e-06,-0.0007782396992564998,0.0,0.0,-0.001643437772508,-0.0016958512153488002,0.0,0.0,-0.0015789511234922003,8.91400215816e-06,2.9422893692400005e-05,3.225006776799993e-06,0.0,0.0,0.0,3.8340280367700035e-06,0.00019730706678088006,3.8340280367700035e-06,0.00019730706678088006,-0.0017007842417206397,0.003135558688370999,0.0,0.0,-0.0,0.003961339307344,0.0,0.0,-0.0,-3.2500367499599996e-05,0.0012689072000000002,-8.542471457520001e-05,0.0,0.0,0.0,0.003152149634669,0.002401013531103,0.003152149634669,0.002401013531103
30,-0.0003007756506272399,0.0032053330433486,0.0,0.0,0.0013873030258720002,0.002667876455739,0.0,0.0,0.00018323154215280007,-7.23815688656e-05,3.225006776799993e-06,3.1413205965000005e-05,0.0,0.0,0.0,3.499432343087999e-05,2.2573089285599983e-05,3.499432343087999e-05,2.2573089285599983e-05,-0.00149665067502176,0.0002588629016250001,0.0,0.0,0.0,0.00013752221007040002,0.0,0.0,0.0,3.0690635976000005e-05,-8.542471457520001e-05,0.0004887542000000001,0.0,0.0,0.0,-0.0005088164791216,-0.000752512380624,-0.0005088164791216,-0.000752512380624
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0024667227799552,0.0,0.0,0.0,0.0014919094048664,0.0,0.0,0.0,0.0,0.0,0.0,0.00016807798359039997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005197088,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0028378383382528,0.0,0.0,0.0,0.0009216911369611999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005807931623424,0.00011094807739132,0.00045565254601344,0.00011094807739132,0.00045565254601344,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019446927999999999,0.0036806914239468,0.00083847139837248,0.0036806914239468,0.00083847139837248
34,5.992251454233199e-07,-0.00023616586195084795,0.0,-0.0001516375730334181,-0.00058817440463166,-0.002205539365920359,0.0,-0.0007463466461038003,-0.0025796836612404007,1.0669556101239997e-06,3.8340280367700035e-06,3.499432343087999e-05,0.0,0.0,0.00011094807739132,3.870204143027203e-07,0.0004081012310228161,-1.5857748223966e-05,-0.0011940682282833603,-0.0019845119107570405,0.0320150742335604,0.0,0.0708507662907726,0.026768354626813803,0.040016430687010794,0.0,0.036615875028981996,0.014955620188009802,-0.0007107962818127999,0.003152149634669,-0.0005088164791216,0.0,0.0,0.0036806914239468,0.214025876,0.10646939536617281,-0.0005276813154232402,-0.008416073847408003
35,0.0002020514711375,-0.003227944849508,0.0,-0.0024164958786380792,-0.006611659672741001,-0.0060888670882474,0.0,-0.00353692528456,-0.008207148408960002,7.262239059607997e-05,0.00019730706678088006,2.2573089285599983e-05,0.0,0.0,0.00045565254601344,0.0004081012310228161,0.00432706706204166,-0.0011940682282833603,-0.0063266337277956,-0.0013315959500779001,0.017572203924198,0.0,0.0442621015970976,0.015251579756665,0.026802202087086998,0.0,0.0361639808562816,0.0121953733225328,-0.0007142639744591998,0.002401013531103,-0.000752512380624,0.0,0.0,0.00083847139837248,0.10646939536617281,0.1354068602,-0.008416073847408003,-0.026178281219067002
36,5.992251454233199e-07,-0.00023616586195084795,0.0,-0.0001516375730334181,-0.00058817440463166,-0.002205539365920359,0.0,-0.0007463466461038003,-0.0025796836612404007,1.0669556101239997e-06,3.8340280367700035e-06,3.499432343087999e-05,0.0,0.0,0.00011094807739132,-1.5857748223966e-05,-0.0011940682282833603,3.870204143027203e-07,0.0004081012310228161,-0.0019845119107570405,0.0320150742335604,0.0,0.0708507662907726,0.026768354626813803,0.040016430687010794,0.0,0.036615875028981996,0.014955620188009802,-0.0007107962818127999,0.003152149634669,-0.0005088164791216,0.0,0.0,0.0036806914239468,-0.0005276813154232402,-0.008416073847408003,0.214025876,0.10646939536617281
37,0.0002020514711375,-0.003227944849508,0.0,-0.0024164958786380792,-0.006611659672741001,-0.0060888670882474,0.0,-0.00353692528456,-0.008207148408960002,7.262239059607997e-05,0.00019730706678088006,2.2573089285599983e-05,0.0,0.0,0.00045565254601344,-0.0011940682282833603,-0.0063266337277956,0.0004081012310228161,0.00432706706204166,-0.0013315959500779001,0.017572203924198,0.0,0.0442621015970976,0.015251579756665,0.026802202087086998,0.0,0.0361639808562816,0.0121953733225328,-0.0007142639744591998,0.002401013531103,-0.000752512380624,0.0,0.0,0.00083847139837248,-0.008416073847408003,-0.026178281219067002,0.10646939536617281,0.1354068602
